N	Total Time	Average CPE
1274	22371	17.56
1275	21628	16.96
1276	22313	17.49
1277	23714	18.57
1278	22401	17.53
1279	24353	19.04
1280	42752	33.40
1281	24659	19.25
1282	22655	17.67
1283	22714	17.70
1284	22859	17.80
1285	24164	18.80
1286	21667	16.85
1287	21920	17.03
1288	22483	17.46
1289	22399	17.38
1290	21663	16.79
1291	21704	16.81
1292	23101	17.88
1293	23831	18.43
1294	22611	17.47
1295	22622	17.47
1296	22722	17.53
1297	22345	17.23
1298	24351	18.76
1299	22553	17.36
1300	40864	31.43
1301	23677	18.20
1302	21880	16.80
1303	25827	19.82
1304	22565	17.30
1305	22717	17.41
1306	22714	17.39
1307	22050	16.87
1308	22484	17.19
1309	22565	17.24
1310	22553	17.22
1311	22334	17.04
1312	24941	19.01
1313	22963	17.49
1314	23293	17.73
1315	22491	17.10
1316	22802	17.33
1317	22432	17.03
1318	23982	18.20
1319	22532	17.08
1320	40733	30.86
1321	22727	17.20
1322	23402	17.70
1323	22463	16.98
1324	23136	17.47
1325	22558	17.02
1326	23782	17.94
1327	22383	16.87
1328	26832	20.20
1329	23275	17.51
1330	24058	18.09
1331	28413	21.35
1332	23549	17.68
1333	27155	20.37
1334	23375	17.52
1335	23249	17.41
1336	28367	21.23
1337	27035	20.22
1338	25590	19.13
1339	22540	16.83
1340	43537	32.49
1341	28200	21.03
1342	23160	17.26
1343	32167	23.95
1344	26400	19.64
1345	25928	19.28
1346	22933	17.04
1347	23404	17.37
1348	23348	17.32
1349	23458	17.39
1350	23660	17.53
1351	22855	16.92
1352	24525	18.14
1353	24958	18.45
1354	22681	16.75
1355	24136	17.81
1356	22869	16.87
1357	24032	17.71
1358	23285	17.15
1359	23569	17.34
1360	54297	39.92
1361	26422	19.41
1362	23443	17.21
1363	22736	16.68
1364	22895	16.79
1365	22964	16.82
1366	22671	16.60
1367	22720	16.62
1368	23186	16.95
1369	27573	20.14
1370	22709	16.58
1371	22787	16.62
1372	22487	16.39
1373	22880	16.66
1374	22997	16.74
1375	23008	16.73
1376	41291	30.01
1377	23103	16.78
1378	23381	16.97
1379	23103	16.75
1380	40272	29.18
1381	23046	16.69
1382	23103	16.72
1383	22793	16.48
1384	23435	16.93
1385	22959	16.58
1386	23524	16.97
1387	23074	16.64
1388	22942	16.53
1389	23089	16.62
1390	23209	16.70
1391	28339	20.37
1392	23358	16.78
1393	23353	16.76
1394	23377	16.77
1395	23468	16.82
1396	23028	16.50
1397	23008	16.47
1398	24559	17.57
1399	23724	16.96
1400	41134	29.38
1401	23520	16.79
1402	23483	16.75
1403	23257	16.58
1404	23308	16.60
1405	24161	17.20
1406	23378	16.63
1407	25096	17.84
1408	23455	16.66
1409	23302	16.54
1410	23483	16.65
1411	24011	17.02
1412	23140	16.39
1413	24767	17.53
1414	23226	16.43
1415	23785	16.81
1416	24664	17.42
1417	24902	17.57
1418	24299	17.14
1419	25477	17.95
1420	41764	29.41
1421	23761	16.72
1422	24832	17.46
1423	24008	16.87
1424	24621	17.29
1425	40992	28.77
1426	23784	16.68
1427	24975	17.50
1428	25977	18.19
1429	23695	16.58
1430	23981	16.77
1431	24109	16.85
1432	24386	17.03
1433	24303	16.96
1434	23751	16.56
1435	24536	17.10
1436	24109	16.79
1437	25219	17.55
1438	24811	17.25
1439	23955	16.65
1440	41086	28.53
1441	24356	16.90
1442	23836	16.53
1443	23926	16.58
1444	23958	16.59
1445	23859	16.51
1446	23797	16.46
1447	24018	16.60
1448	24600	16.99
1449	25064	17.30
1450	24853	17.14
1451	24124	16.63
1452	25604	17.63
1453	24367	16.77
1454	25043	17.22
1455	25053	17.22
1456	24949	17.14
1457	24775	17.00
1458	25580	17.54
1459	24660	16.90
1460	42731	29.27
1461	25297	17.31
1462	25206	17.24
1463	24781	16.94
1464	26063	17.80
1465	25964	17.72
1466	24554	16.75
1467	25106	17.11
1468	24798	16.89
1469	24750	16.85
1470	24769	16.85
1471	24290	16.51
1472	25204	17.12
1473	25293	17.17
1474	24759	16.80
1475	25372	17.20
1476	24129	16.35
1477	25623	17.35
1478	24456	16.55
1479	24378	16.48
1480	41549	28.07
1481	24825	16.76
1482	25324	17.09
1483	24639	16.61
1484	24952	16.81
1485	25109	16.91
1486	25075	16.87
1487	24799	16.68
1488	25062	16.84
1489	25283	16.98
1490	25677	17.23
1491	25204	16.90
1492	25676	17.21
1493	24942	16.71
1494	25043	16.76
