N	Total Time	Average CPE
1403	806588	574.90
1404	799765	569.63
1405	802313	571.04
1406	807449	574.29
1407	805644	572.60
1408	798224	566.92
1409	811828	576.17
1410	808019	573.06
1411	817655	579.49
1412	812333	575.31
1413	804881	569.63
1414	820151	580.02
1415	817258	577.57
1416	810354	572.28
1417	813269	573.94
1418	818625	577.31
1419	820003	577.87
1420	812773	572.38
1421	821453	578.08
1422	816487	574.18
1423	820640	576.70
1424	817437	574.04
1425	822340	577.08
1426	825445	578.85
1427	823367	576.99
1428	829428	580.83
1429	828999	580.13
1430	826515	577.98
1431	828325	578.84
1432	837467	584.82
1433	827061	577.15
1434	832761	580.73
1435	836881	583.19
1436	833160	580.19
1437	836218	581.92
1438	839629	583.89
1439	836418	581.25
1440	836603	580.97
1441	840613	583.35
1442	848070	588.12
1443	838335	580.97
1444	850036	588.67
1445	842233	582.86
1446	845158	584.48
1447	853849	590.08
1448	846565	584.64
1449	849645	586.37
1450	857267	591.22
1451	848381	584.69
1452	848884	584.63
1453	855469	588.76
1454	855721	588.53
1455	854853	587.53
1456	860355	590.90
1457	874088	599.92
1458	857749	588.31
1459	866948	594.21
1460	863107	591.17
1461	862754	590.52
1462	869659	594.84
1463	866008	591.94
1464	1028198	702.32
1465	867972	592.47
1466	1011379	689.89
1467	876721	597.63
1468	871527	593.68
1469	878532	598.05
1470	885893	602.65
1471	876731	596.01
1472	888203	603.40
1473	876789	595.24
1474	887771	602.29
1475	886077	600.73
1476	885640	600.03
1477	902450	611.00
1478	892075	603.57
1479	886775	599.58
1480	896325	605.62
1481	891988	602.29
1482	890913	601.16
1483	887515	598.46
1484	894051	602.46
1485	898165	604.82
1486	892675	600.72
1487	904371	608.18
1488	906037	608.90
1489	898972	603.74
1490	903824	606.59
1491	897746	602.11
1492	910868	610.50
1493	900400	603.08
1494	903406	604.69
